geoid_co,tech_employment_all_estimate,share_tech,name,name_co
27069,14,0.00670177118238392,White,"Kittson County, MN"
27071,34,0.00596805336141829,White,"Koochiching County, MN"
27073,45,0.0141553947782321,White,"Lac qui Parle County, MN"
27077,6,0.00344234079173838,White,"Lake of the Woods County, MN"
27081,11,0.00398550724637681,White,"Lincoln County, MN"
27087,16,0.00787789266371246,Native American and Alaska Native,"Mahnomen County, MN"
27089,31,0.00700564971751412,White,"Marshall County, MN"
27091,79,0.00796772566817953,White,"Martin County, MN"
27093,190,0.0165059508296412,White,"Meeker County, MN"
27097,212,0.0126710895941665,White,"Morrison County, MN"
27101,35,0.00857002938295788,White,"Murray County, MN"
27105,87,0.00811491465348382,Hispanic or Latino,"Nobles County, MN"
27111,373,0.0129540876571508,White,"Otter Tail County, MN"
27121,144,0.0251572327044025,White,"Pope County, MN"
27125,19,0.00989583333333333,White,"Red Lake County, MN"
27133,55,0.0109539932284405,White,"Rock County, MN"
27135,66,0.0083905415713196,White,"Roseau County, MN"
27159,56,0.0091563113145847,White,"Wadena County, MN"
27165,43,0.00827559661277906,Hispanic or Latino,"Watonwan County, MN"
27167,28,0.00887480190174326,White,"Wilkin County, MN"
27169,663,0.0236422636665121,White,"Winona County, MN"
28001,52,0.00516129032258065,Black,"Adams County, MS"
28005,10,0.00260416666666667,Black,"Amite County, MS"
28007,29,0.00412283195905601,Black,"Attala County, MS"
28009,10,0.00309405940594059,Black,"Benton County, MS"
28011,78,0.00727611940298507,Black,"Bolivar County, MS"
28015,70,0.0197795987567109,Black,"Carroll County, MS"
28017,17,0.00253089176715796,Black,"Chickasaw County, MS"
28021,11,0.00427184466019417,Black,"Claiborne County, MS"
28023,91,0.0144467375773932,Black,"Clarke County, MS"
28025,175,0.0247559768001132,Black,"Clay County, MS"
28027,6,7.95967100026532e-4,Black,"Coahoma County, MS"
28037,0,0,Black,"Franklin County, MS"
28043,13,0.00148080646998519,Black,"Grenada County, MS"
28053,8,0.00299850074962519,Black,"Humphreys County, MS"
28055,0,0,Black,"Issaquena County, MS"
28061,0,0,Black,"Jasper County, MS"
28063,5,0.0022212350066637,Black,"Jefferson County, MS"
28065,32,0.00717167189601076,Black,"Jefferson Davis County, MS"
28069,20,0.0056657223796034,Black,"Kemper County, MS"
28075,236,0.00791919734237106,Black,"Lauderdale County, MS"
28077,43,0.0102576335877863,Black,"Lawrence County, MS"
28079,42,0.00523494952012963,Black,"Leake County, MS"
28083,81,0.0082091821222256,Black,"Leflore County, MS"
28085,136,0.00990459544097298,Black,"Lincoln County, MS"
28087,186,0.00776812562646174,Black,"Lowndes County, MS"
28091,23,0.00267069205759405,Black,"Marion County, MS"
28095,96,0.00698689956331878,Black,"Monroe County, MS"
28097,0,0,Black,"Montgomery County, MS"
28101,72,0.00866113316492241,Black,"Newton County, MS"
28103,0,0,Black,"Noxubee County, MS"
28105,374,0.0167660375666831,Black,"Oktibbeha County, MS"
28107,139,0.0118752669799231,Black,"Panola County, MS"
28113,207,0.0141732283464567,Black,"Pike County, MS"
28119,16,0.00767386091127098,Black,"Quitman County, MS"
28123,71,0.00630438643225004,Black,"Scott County, MS"
28125,0,0,Black,"Sharkey County, MS"
28133,14,0.00165739315733396,Black,"Sunflower County, MS"
28135,62,0.0133419410372283,Black,"Tallahatchie County, MS"
28141,34,0.00461454940282302,White,"Tishomingo County, MS"
28147,26,0.00521355524363345,Black,"Walthall County, MS"
28149,277,0.0144904791797447,Black,"Warren County, MS"
28151,146,0.00845494556404911,Black,"Washington County, MS"
28153,0,0,Black,"Wayne County, MS"
28157,0,0,Black,"Wilkinson County, MS"
28159,56,0.00854179377669311,Black,"Winston County, MS"
28161,2,3.78572780617074e-4,Black,"Yalobusha County, MS"
29005,12,0.00466019417475728,White,"Atchison County, MO"
29011,62,0.0129490392648287,White,"Barton County, MO"
29015,58,0.00842655818683713,White,"Benton County, MO"
29029,174,0.00966237227898712,White,"Camden County, MO"
29033,19,0.00504246284501062,White,"Carroll County, MO"
29035,2,8.65800865800866e-4,White,"Carter County, MO"
29039,13,0.00250433442496629,White,"Cedar County, MO"
29041,20,0.00630914826498423,White,"Chariton County, MO"
29045,27,0.00914014895057549,White,"Clark County, MO"
29055,125,0.0139306809316839,White,"Crawford County, MO"
29057,24,0.00781758957654723,White,"Dade County, MO"
29061,29,0.0078804347826087,White,"Daviess County, MO"
29065,39,0.0064484126984127,White,"Dent County, MO"
29067,101,0.0237367802585194,White,"Douglas County, MO"
29073,80,0.0110573600552868,White,"Gasconade County, MO"
29075,21,0.00781540751767771,White,"Gentry County, MO"
29079,22,0.00521327014218009,White,"Grundy County, MO"
29081,10,0.00292226767971946,White,"Harrison County, MO"
29083,54,0.00579772385656002,White,"Henry County, MO"
29085,5,0.00189322226429383,White,"Hickory County, MO"
29087,11,0.00561224489795918,White,"Holt County, MO"
29091,113,0.00720663265306122,White,"Howell County, MO"
29093,28,0.00752688172043011,White,"Iron County, MO"
29103,14,0.00845921450151057,White,"Knox County, MO"
29105,199,0.0128627755154806,White,"Laclede County, MO"
29111,23,0.00551030186871107,White,"Lewis County, MO"
29115,81,0.0147621651175506,White,"Linn County, MO"
29117,45,0.00695195427158968,White,"Livingston County, MO"
29121,122,0.0189147286821705,White,"Macon County, MO"
29123,80,0.0154918667699458,White,"Madison County, MO"
29125,21,0.0056772100567721,White,"Maries County, MO"
29129,20,0.013080444735121,White,"Mercer County, MO"
29131,266,0.0237076648841355,White,"Miller County, MO"
29137,16,0.00435374149659864,White,"Monroe County, MO"
29139,1,1.93948797517455e-4,White,"Montgomery County, MO"
29141,66,0.0087672688629118,White,"Morgan County, MO"
29147,71,0.00667669738574384,White,"Nodaway County, MO"
29149,3,0.00093196644920782805,White,"Oregon County, MO"
29153,47,0.0162573503977862,White,"Ozark County, MO"
29157,82,0.00903282661379158,White,"Perry County, MO"
29171,32,0.0154963680387409,White,"Putnam County, MO"
29173,33,0.00701679778864555,White,"Ralls County, MO"
29179,9,0.0038643194504079,White,"Reynolds County, MO"
29181,3,7.2992700729927e-4,White,"Ripley County, MO"
29185,8,0.00215633423180593,White,"St. Clair County, MO"
29186,101,0.0117128609532645,White,"Ste. Genevieve County, MO"
29187,249,0.00915542155384785,White,"St. Francois County, MO"
29199,4,0.00210084033613445,White,"Scotland County, MO"
29203,21,0.00802139037433155,White,"Shannon County, MO"
29205,19,0.00679542203147353,White,"Shelby County, MO"
29207,165,0.0139311043566363,White,"Stoddard County, MO"
29209,110,0.00934500042477275,White,"Stone County, MO"
29211,13,0.00512214342001576,Hispanic or Latino,"Sullivan County, MO"
29215,67,0.00707347972972973,White,"Texas County, MO"
29217,132,0.0153488372093023,White,"Vernon County, MO"
29221,143,0.0156489384985774,White,"Washington County, MO"
29223,54,0.0148842337375965,White,"Wayne County, MO"
29227,5,0.00552486187845304,White,"Worth County, MO"
29229,47,0.00704225352112676,White,"Wright County, MO"
30003,16,0.00335640864275226,Native American and Alaska Native,"Big Horn County, MT"
30005,21,0.008203125,Native American and Alaska Native,"Blaine County, MT"
30007,17,0.00560501153972964,White,"Broadwater County, MT"
30011,0,0,White,"Carter County, MT"
30015,1,3.90777647518562e-4,Native American and Alaska Native,"Chouteau County, MT"
30017,65,0.0104400899453903,White,"Custer County, MT"
30019,4,0.00465116279069767,White,"Daniels County, MT"
30021,26,0.00557580956465795,White,"Dawson County, MT"
30025,18,0.0109957238851558,White,"Fallon County, MT"
30027,158,0.0274448497481327,White,"Fergus County, MT"
30029,908,0.0179004435682602,White,"Flathead County, MT"
30033,6,0.0106007067137809,White,"Garfield County, MT"
30035,35,0.00672043010752688,Native American and Alaska Native,"Glacier County, MT"
30039,0,0,White,"Granite County, MT"
30041,124,0.0167771614125287,Native American and Alaska Native,"Hill County, MT"
30043,116,0.0211139424827084,White,"Jefferson County, MT"
30045,5,0.00533049040511727,White,"Judith Basin County, MT"
30047,112,0.0085902745819911,Native American and Alaska Native,"Lake County, MT"
30051,3,0.00323624595469256,White,"Liberty County, MT"
30057,19,0.00492866407263294,White,"Madison County, MT"
30059,0,0,White,"Meagher County, MT"
30061,6,0.00339174674957603,White,"Mineral County, MT"
30065,13,0.00647410358565737,White,"Musselshell County, MT"
30067,102,0.011353517364203,White,"Park County, MT"
30069,0,0,White,"Petroleum County, MT"
30075,0,0,White,"Powder River County, MT"
30079,0,0,White,"Prairie County, MT"
30081,309,0.0158950617283951,White,"Ravalli County, MT"
30085,11,0.0029673590504451,Native American and Alaska Native,"Roosevelt County, MT"
30087,41,0.0117782246480896,Native American and Alaska Native,"Rosebud County, MT"
30097,17,0.00947075208913649,White,"Sweet Grass County, MT"
30099,28,0.0100610851598994,White,"Teton County, MT"
30103,0,0,White,"Treasure County, MT"
30107,0,0,White,"Wheatland County, MT"
31003,5,0.00153280196198651,White,"Antelope County, NE"
31005,0,0,White,"Arthur County, NE"
31007,0,0,White,"Banner County, NE"
31009,0,0,White,"Blaine County, NE"
31011,6,0.00212841433132316,White,"Boone County, NE"
31015,0,0,White,"Boyd County, NE"
31017,0,0,White,"Brown County, NE"
31021,21,0.00720164609053498,White,"Burt County, NE"
31023,21,0.0047978067169294,White,"Butler County, NE"
31027,14,0.00315102408282692,White,"Cedar County, NE"
31037,5,9.42862530643032e-4,Hispanic or Latino,"Colfax County, NE"
31041,37,0.00685820203892493,White,"Custer County, NE"
31047,32,0.00261416550935381,Hispanic or Latino,"Dawson County, NE"
31057,0,0,White,"Dundy County, NE"
31059,34,0.0114208935169634,White,"Fillmore County, NE"
31061,5,0.00368188512518409,White,"Franklin County, NE"
31063,25,0.0209907640638119,White,"Frontier County, NE"
31065,22,0.00938566552901024,White,"Furnas County, NE"
31067,93,0.00841552800651525,White,"Gage County, NE"
31069,0,0,White,"Garden County, NE"
31073,6,0.00694444444444444,White,"Gosper County, NE"
31075,9,0.0257142857142857,White,"Grant County, NE"
31077,2,0.00195503421309873,White,"Greeley County, NE"
31081,73,0.0151358075886378,White,"Hamilton County, NE"
31083,1,0.00065061808718282405,White,"Harlan County, NE"
31085,0,0,White,"Hayes County, NE"
31087,9,0.00732302685109845,White,"Hitchcock County, NE"
31089,56,0.0105660377358491,White,"Holt County, NE"
31095,19,0.0053885422575156,White,"Jefferson County, NE"
31099,13,0.00374963945774445,White,"Kearney County, NE"
31103,2,0.00413223140495868,White,"Keya Paha County, NE"
31117,0,0,White,"McPherson County, NE"
31125,9,0.00539568345323741,White,"Nance County, NE"
31127,34,0.0104873534855028,White,"Nemaha County, NE"
31129,8,0.0037122969837587,White,"Nuckolls County, NE"
31133,7,0.00615114235500879,White,"Pawnee County, NE"
31135,21,0.0147991543340381,White,"Perkins County, NE"
31137,7,0.00153643546971027,White,"Phelps County, NE"
31139,35,0.00928381962864721,White,"Pierce County, NE"
31141,244,0.0137364183977932,Hispanic or Latino,"Platte County, NE"
31143,15,0.00555349870418364,White,"Polk County, NE"
31145,46,0.00849963045084996,White,"Red Willow County, NE"
31147,29,0.0074954768674076,White,"Richardson County, NE"
31149,1,0.00149253731343284,White,"Rock County, NE"
31151,143,0.0194849434527865,Hispanic or Latino,"Saline County, NE"
31157,270,0.0156685236768802,Hispanic or Latino,"Scotts Bluff County, NE"
31163,42,0.027027027027027,White,"Sherman County, NE"
31167,17,0.00527131782945736,White,"Stanton County, NE"
31169,7,0.00284321689683184,White,"Thayer County, NE"
31171,4,0.0128205128205128,White,"Thomas County, NE"
31173,22,0.00811808118081181,Native American and Alaska Native,"Thurston County, NE"
31175,54,0.0269192422731805,White,"Valley County, NE"
31181,11,0.00628212450028555,White,"Webster County, NE"
31183,8,0.021680216802168,White,"Wheeler County, NE"
31185,51,0.00741710296684119,White,"York County, NE"
32007,177,0.00669997728821258,Hispanic or Latino,"Elko County, NV"
32009,0,0,Hispanic or Latino,"Esmeralda County, NV"
32013,24,0.0029038112522686,Hispanic or Latino,"Humboldt County, NV"
32015,4,0.0015748031496063,Hispanic or Latino,"Lander County, NV"
32019,356,0.0143380724153208,Hispanic or Latino,"Lyon County, NV"
32021,0,0,Native American and Alaska Native,"Mineral County, NV"
32027,0,0,Hispanic or Latino,"Pershing County, NV"
33001,841,0.0259728227300803,White,"Belknap County, NH"
33003,299,0.0119366042556589,White,"Carroll County, NH"
33005,991,0.0251197688271527,White,"Cheshire County, NH"
33007,139,0.00955392123169977,White,"Coos County, NH"
33013,2225,0.0275286111970306,White,"Merrimack County, NH"
35005,174,0.00647972293598481,Hispanic or Latino,"Chaves County, NM"
35006,98,0.0112320916905444,Native American and Alaska Native,"Cibola County, NM"
35006,98,0.0112320916905444,Hispanic or Latino,"Cibola County, NM"
35007,42,0.00854179377669311,Hispanic or Latino,"Colfax County, NM"
35009,223,0.0116285133232518,Hispanic or Latino,"Curry County, NM"
35011,10,0.017636684303351,Hispanic or Latino,"De Baca County, NM"
35015,281,0.0102655901801045,Hispanic or Latino,"Eddy County, NM"
35017,115,0.0122522906456424,Hispanic or Latino,"Grant County, NM"
35019,0,0,Hispanic or Latino,"Guadalupe County, NM"
35021,2,0.00836820083682008,Hispanic or Latino,"Harding County, NM"
35023,9,0.00576923076923077,Hispanic or Latino,"Hidalgo County, NM"
35025,149,0.00497878170214188,Hispanic or Latino,"Lea County, NM"
35027,63,0.00798479087452472,Hispanic or Latino,"Lincoln County, NM"
35029,42,0.00523690773067332,Hispanic or Latino,"Luna County, NM"
35031,345,0.0144793721408486,Native American and Alaska Native,"McKinley County, NM"
35033,0,0,Hispanic or Latino,"Mora County, NM"
35035,253,0.0110388760417121,Hispanic or Latino,"Otero County, NM"
35037,14,0.00440251572327044,Hispanic or Latino,"Quay County, NM"
35039,372,0.0238599191841447,Hispanic or Latino,"Rio Arriba County, NM"
35041,127,0.015332608958107,Hispanic or Latino,"Roosevelt County, NM"
35047,135,0.0130510440835267,Hispanic or Latino,"San Miguel County, NM"
35051,32,0.00894104498463258,Hispanic or Latino,"Sierra County, NM"
35055,327,0.0243303571428571,Hispanic or Latino,"Taos County, NM"
35059,7,0.00518902891030393,Hispanic or Latino,"Union County, NM"
36003,235,0.0122811601776849,White,"Allegany County, NY"
36017,330,0.0154385964912281,White,"Chenango County, NY"
36023,484,0.0207049965776865,White,"Cortland County, NY"
36025,172,0.00881057268722467,White,"Delaware County, NY"
36031,257,0.014987170515512,White,"Essex County, NY"
36035,243,0.00993174479911718,White,"Fulton County, NY"
36037,642,0.022067922452908,White,"Genesee County, NY"
36041,9,0.00419189566837448,White,"Hamilton County, NY"
36049,134,0.0112030766658306,White,"Lewis County, NY"
36077,427,0.0157459989674755,White,"Otsego County, NY"
36089,579,0.0130334954078876,White,"St. Lawrence County, NY"
36097,79,0.00969087340529931,White,"Schuyler County, NY"
36101,771,0.0181899683857878,White,"Steuben County, NY"
37009,54,0.0044121251736253,White,"Ashe County, NC"
37015,46,0.00700472057255977,Black,"Bertie County, NC"
37017,75,0.00656340246783933,Black,"Bladen County, NC"
37033,109,0.0115088163868652,Black,"Caswell County, NC"
37039,128,0.0115149334292911,White,"Cherokee County, NC"
37041,44,0.00787542509396814,Black,"Chowan County, NC"
37043,106,0.0232405174303881,White,"Clay County, NC"
37061,239,0.0110021636053952,Hispanic or Latino,"Duplin County, NC"
37079,28,0.00344912540034491,Black,"Greene County, NC"
37083,269,0.0148774957137326,Black,"Halifax County, NC"
37091,98,0.0116847502086563,Black,"Hertford County, NC"
37105,619,0.0217674156908253,Hispanic or Latino,"Lee County, NC"
37107,180,0.0079628400796284,Black,"Lenoir County, NC"
37117,41,0.0044541010320478,Black,"Martin County, NC"
37121,56,0.00874726647922524,White,"Mitchell County, NC"
37131,44,0.00648680524841516,Black,"Northampton County, NC"
37139,384,0.0217170003393281,Black,"Pasquotank County, NC"
37153,179,0.010049404895576,Black,"Richmond County, NC"
37155,284,0.00648549897236812,Native American and Alaska Native,"Robeson County, NC"
37163,167,0.0066767951383336,Hispanic or Latino,"Sampson County, NC"
37165,112,0.00889665581062833,Black,"Scotland County, NC"
37173,117,0.0207704597905201,Native American and Alaska Native,"Swain County, NC"
37181,110,0.00594401815627364,Black,"Vance County, NC"
37185,20,0.00278512741957945,Black,"Warren County, NC"
37187,15,0.00378405650857719,Black,"Washington County, NC"
37189,378,0.0144236272751555,White,"Watauga County, NC"
37195,763,0.0223812736499369,Black,"Wilson County, NC"
37199,32,0.00422777117188532,White,"Yancey County, NC"
38001,3,0.00275229357798165,White,"Adams County, ND"
38005,8,0.00398604882909816,Native American and Alaska Native,"Benson County, ND"
38007,0,0,White,"Billings County, ND"
38009,13,0.00421120829284095,White,"Bottineau County, ND"
38011,7,0.00458715596330275,White,"Bowman County, ND"
38013,3,0.00280112044817927,White,"Burke County, ND"
38019,0,0,White,"Cavalier County, ND"
38021,1,4.0983606557377e-4,White,"Dickey County, ND"
38029,7,0.00448717948717949,White,"Emmons County, ND"
38031,0,0,White,"Foster County, ND"
38037,2,0.00183150183150183,White,"Grant County, ND"
38039,1,8.92060660124889e-4,White,"Griggs County, ND"
38041,0,0,White,"Hettinger County, ND"
38043,27,0.0253521126760563,White,"Kidder County, ND"
38045,24,0.01171875,White,"LaMoure County, ND"
38047,3,0.00336700336700337,White,"Logan County, ND"
38049,28,0.0106060606060606,White,"McHenry County, ND"
38051,3,0.00223048327137546,White,"McIntosh County, ND"
38057,21,0.00537496800614282,White,"Mercer County, ND"
38061,66,0.0150034098658786,Native American and Alaska Native,"Mountrail County, ND"
38063,8,0.0055286800276434,White,"Nelson County, ND"
38067,14,0.00422960725075529,White,"Pembina County, ND"
38069,0,0,White,"Pierce County, ND"
38073,3,0.00111111111111111,White,"Ransom County, ND"
38075,0,0,White,"Renville County, ND"
38079,34,0.00773430391264786,Native American and Alaska Native,"Rolette County, ND"
38081,4,0.0019351717464925,White,"Sargent County, ND"
38083,14,0.0220820189274448,White,"Sheridan County, ND"
38085,22,0.0198376916140667,Native American and Alaska Native,"Sioux County, ND"
38087,0,0,White,"Slope County, ND"
38091,6,0.00665188470066519,White,"Steele County, ND"
38093,69,0.00627957772115035,White,"Stutsman County, ND"
38097,51,0.012598814229249,White,"Traill County, ND"
39001,19,0.00180969616153919,White,"Adams County, OH"
39005,396,0.0156645569620253,White,"Ashland County, OH"
39011,485,0.0204796892154379,White,"Auglaize County, OH"
39021,217,0.0117793942025839,White,"Champaign County, OH"
39027,381,0.0193440292445167,White,"Clinton County, OH"
39029,477,0.0103061599291316,White,"Columbiana County, OH"
39031,64,0.00411549096521124,White,"Coshocton County, OH"
39033,201,0.0105125523012552,White,"Crawford County, OH"
39037,383,0.0154410578938881,White,"Darke County, OH"
39047,198,0.0157355161726138,White,"Fayette County, OH"
39053,90,0.00760906323977004,White,"Gallia County, OH"
39059,188,0.011422322133787,White,"Guernsey County, OH"
39065,155,0.0111390585698886,White,"Hardin County, OH"
39067,13,0.00227591036414566,White,"Harrison County, OH"
39071,145,0.00771481777068369,White,"Highland County, OH"
39075,106,0.00519556906185668,White,"Holmes County, OH"
39079,64,0.00465827207220322,White,"Jackson County, OH"
39083,380,0.0130700969938777,White,"Knox County, OH"
39091,264,0.0122301491707588,White,"Logan County, OH"
39105,104,0.0124790016798656,White,"Meigs County, OH"
39107,311,0.0142138939670932,White,"Mercer County, OH"
39111,55,0.010369532428356,White,"Monroe County, OH"
39115,69,0.0125090645395214,White,"Morgan County, OH"
39119,339,0.00864994514046592,White,"Muskingum County, OH"
39121,18,0.00432900432900433,White,"Noble County, OH"
39125,81,0.00976609597299252,White,"Paulding County, OH"
39131,64,0.00628375061364752,White,"Pike County, OH"
39135,227,0.0115474615932445,White,"Preble County, OH"
39137,165,0.00951173113506658,White,"Putnam County, OH"
39145,245,0.00951788974787304,White,"Scioto County, OH"
39149,288,0.0118836393645554,White,"Shelby County, OH"
39157,282,0.00652596500971952,White,"Tuscarawas County, OH"
39161,267,0.0191247045340592,White,"Van Wert County, OH"
39163,113,0.0209920118892811,White,"Vinton County, OH"
39167,541,0.0198736316214826,White,"Washington County, OH"
39169,1048,0.019012717476098,White,"Wayne County, OH"
39171,160,0.00903393371351138,White,"Williams County, OH"
39175,149,0.0134476534296029,White,"Wyandot County, OH"
40001,31,0.0043205574912892,Native American and Alaska Native,"Adair County, OK"
40007,42,0.0176248426353336,Hispanic or Latino,"Beaver County, OK"
40015,96,0.00951060035664751,Native American and Alaska Native,"Caddo County, OK"
40021,194,0.00971992584798838,Native American and Alaska Native,"Cherokee County, OK"
40025,0,0,Hispanic or Latino,"Cimarron County, OK"
40035,60,0.0110031175499725,Native American and Alaska Native,"Craig County, OK"
40039,54,0.00367872470876763,Hispanic or Latino,"Custer County, OK"
40041,177,0.0112990743696138,Native American and Alaska Native,"Delaware County, OK"
40057,7,0.00621669626998224,Hispanic or Latino,"Harmon County, OK"
40059,0,0,Hispanic or Latino,"Harper County, OK"
40063,26,0.00625902744342802,Native American and Alaska Native,"Hughes County, OK"
40065,163,0.0152265296590378,Hispanic or Latino,"Jackson County, OK"
40077,27,0.00764223039909425,Native American and Alaska Native,"Latimer County, OK"
40095,23,0.00386230058774139,Hispanic or Latino,"Marshall County, OK"
40097,148,0.00884902840059791,Native American and Alaska Native,"Mayes County, OK"
40101,301,0.0116341991341991,Native American and Alaska Native,"Muskogee County, OK"
40115,98,0.00789240557300475,Native American and Alaska Native,"Ottawa County, OK"
40133,41,0.00482182759026226,Native American and Alaska Native,"Seminole County, OK"
40139,71,0.00642941229738296,Hispanic or Latino,"Texas County, OK"
40141,39,0.0134158926728586,Hispanic or Latino,"Tillman County, OK"
41023,37,0.012675573826653,White,"Grant County, OR"
41027,309,0.0245296499166468,Hispanic or Latino,"Hood River County, OR"
41031,144,0.0154622570600236,Hispanic or Latino,"Jefferson County, OR"
41045,114,0.0099624224416674,Hispanic or Latino,"Malheur County, OR"
41049,98,0.0193829113924051,Hispanic or Latino,"Morrow County, OR"
41059,573,0.017203590836761,Hispanic or Latino,"Umatilla County, OR"
41063,15,0.00445765230312036,White,"Wallowa County, OR"
41065,117,0.00975487743871936,Hispanic or Latino,"Wasco County, OR"
42009,215,0.00984161860294791,White,"Bedford County, PA"
42015,411,0.0157725074833065,White,"Bradford County, PA"
42023,3,0.00164113785557987,White,"Cameron County, PA"
42031,217,0.0127887788778878,White,"Clarion County, PA"
42033,251,0.00734175734175734,White,"Clearfield County, PA"
42035,274,0.0155770324047754,White,"Clinton County, PA"
42039,345,0.00948245059505813,White,"Crawford County, PA"
42047,68,0.00445463478545693,White,"Elk County, PA"
42057,69,0.0102358700489542,White,"Fulton County, PA"
42059,138,0.00974232262619132,White,"Greene County, PA"
42063,433,0.0118646389916427,White,"Indiana County, PA"
42065,173,0.00871229289419348,White,"Jefferson County, PA"
42067,63,0.00578671810416093,White,"Juniata County, PA"
42073,602,0.0152412780393944,White,"Lawrence County, PA"
42083,124,0.00709057639524245,White,"McKean County, PA"
42087,220,0.0102635875903895,White,"Mifflin County, PA"
42097,732,0.017629633197659,White,"Northumberland County, PA"
42105,84,0.0125055828494864,White,"Potter County, PA"
42109,360,0.0185013876040703,White,"Snyder County, PA"
42111,326,0.00990851341904501,White,"Somerset County, PA"
42113,40,0.0154320987654321,White,"Sullivan County, PA"
42115,184,0.0108516159471573,White,"Susquehanna County, PA"
42117,182,0.0100691562932227,White,"Tioga County, PA"
42121,258,0.0116948461085173,White,"Venango County, PA"
42123,235,0.013320485205759,White,"Warren County, PA"
45005,11,0.00429184549356223,Black,"Allendale County, SC"
45009,80,0.0161943319838057,Black,"Bamberg County, SC"
45011,67,0.00804418297514708,Black,"Barnwell County, SC"
45025,153,0.00838264299802761,Black,"Chesterfield County, SC"
45029,147,0.00931263858093126,Black,"Colleton County, SC"
45033,8,7.00893639390223e-4,Black,"Dillon County, SC"
45043,340,0.0131380656130453,Black,"Georgetown County, SC"
45047,307,0.010309970782819,Black,"Greenwood County, SC"
45049,33,0.0046186144156753,Black,"Hampton County, SC"
45061,38,0.00624589086127548,Black,"Lee County, SC"
45065,21,0.00670070197830249,Black,"McCormick County, SC"
45067,66,0.00627555386517068,Black,"Marion County, SC"
45069,123,0.0140909611639363,Black,"Marlboro County, SC"
45071,142,0.0082452676808733,Black,"Newberry County, SC"
45075,176,0.00533640580940541,Black,"Orangeburg County, SC"
45089,57,0.0048885077186964,Black,"Williamsburg County, SC"
46007,10,0.00925925925925926,Native American and Alaska Native,"Bennett County, SD"
46017,3,0.005,Native American and Alaska Native,"Buffalo County, SD"
46021,2,0.00264900662251656,White,"Campbell County, SD"
46023,20,0.00521376433785193,Native American and Alaska Native,"Charles Mix County, SD"
46025,11,0.00667070952092177,White,"Clark County, SD"
46029,94,0.00609044965660231,White,"Codington County, SD"
46031,0,0,Native American and Alaska Native,"Corson County, SD"
46039,28,0.0127214902317129,White,"Deuel County, SD"
46041,15,0.00772399588053553,Native American and Alaska Native,"Dewey County, SD"
46043,8,0.00569395017793594,White,"Douglas County, SD"
46045,31,0.0163588390501319,White,"Edmunds County, SD"
46049,4,0.00413223140495868,White,"Faulk County, SD"
46051,80,0.0203665987780041,White,"Grant County, SD"
46055,3,0.0036231884057971,White,"Haakon County, SD"
46057,35,0.0121065375302663,White,"Hamlin County, SD"
46059,3,0.00191082802547771,White,"Hand County, SD"
46061,39,0.0221213840045377,White,"Hanson County, SD"
46067,28,0.00752485890889546,White,"Hutchinson County, SD"
46069,9,0.0121951219512195,White,"Hyde County, SD"
46071,12,0.0148148148148148,Native American and Alaska Native,"Jackson County, SD"
46077,22,0.00870942201108472,White,"Kingsbury County, SD"
46079,129,0.0209824333116461,White,"Lake County, SD"
46081,143,0.0103645720084076,White,"Lawrence County, SD"
46085,2,0.00130718954248366,Native American and Alaska Native,"Lyman County, SD"
46089,0,0,White,"McPherson County, SD"
46095,0,0,Native American and Alaska Native,"Mellette County, SD"
46097,5,0.00448028673835125,White,"Miner County, SD"
46102,0,0,Native American and Alaska Native,"Oglala Lakota County, SD"
46105,0,0,White,"Perkins County, SD"
46107,3,0.00254022015241321,White,"Potter County, SD"
46109,49,0.010989010989011,Native American and Alaska Native,"Roberts County, SD"
46111,4,0.00301431801055011,White,"Sanborn County, SD"
46115,11,0.00363276089828269,White,"Spink County, SD"
46119,10,0.0143061516452074,White,"Sully County, SD"
46121,27,0.013719512195122,Native American and Alaska Native,"Todd County, SD"
46137,2,0.00246609124537608,Native American and Alaska Native,"Ziebach County, SD"
47005,15,0.00255102040816327,White,"Benton County, TN"
47025,50,0.0038246768148091502,White,"Claiborne County, TN"
47027,19,0.00717793728749528,White,"Clay County, TN"
47029,77,0.00536137028269043,White,"Cocke County, TN"
47035,213,0.00953873712494402,White,"Cumberland County, TN"
47039,65,0.0151727357609711,White,"Decatur County, TN"
47049,27,0.00383686229927526,White,"Fentress County, TN"
47059,301,0.010413423283169,White,"Greene County, TN"
47067,20,0.00888494002665482,White,"Hancock County, TN"
47069,123,0.0144264602392681,Black,"Hardeman County, TN"
47071,77,0.00728339008702232,White,"Hardin County, TN"
47075,15,0.00202292650033715,Black,"Haywood County, TN"
47083,41,0.0126856435643564,White,"Houston County, TN"
47085,118,0.0152652005174644,White,"Humphreys County, TN"
47087,18,0.00388852883992223,White,"Jackson County, TN"
47091,75,0.0123538132103443,White,"Johnson County, TN"
47097,113,0.0124820501491218,Black,"Lauderdale County, TN"
47099,268,0.015051951698961,White,"Lawrence County, TN"
47101,42,0.00875182329652011,White,"Lewis County, TN"
47121,61,0.0124769891593373,White,"Meigs County, TN"
47127,32,0.011026878015162,White,"Moore County, TN"
47133,58,0.00611620795107034,White,"Overton County, TN"
47135,0,0,White,"Perry County, TN"
47137,0,0,White,"Pickett County, TN"
47151,97,0.0119975262832406,White,"Scott County, TN"
47175,4,0.00162271805273834,White,"Van Buren County, TN"
47185,122,0.011316204433726,White,"White County, TN"
